group_id,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,n_completed,n_failed,best_single_repeat,best_single_subject_macro_f1,best_single_subject_balanced_accuracy,best_single_file_macro_f1,best_single_file_balanced_accuracy,best_single_report_path,window_balanced_accuracy_mean,window_balanced_accuracy_std,window_balanced_accuracy_best,window_macro_f1_mean,window_macro_f1_std,window_macro_f1_best,file_balanced_accuracy_mean,file_balanced_accuracy_std,file_balanced_accuracy_best,file_macro_f1_mean,file_macro_f1_std,file_macro_f1_best,subject_balanced_accuracy_mean,subject_balanced_accuracy_std,subject_balanced_accuracy_best,subject_macro_f1_mean,subject_macro_f1_std,subject_macro_f1_best,best_val_loss_mean,best_val_loss_std,best_val_loss_best,best_val_accuracy_mean,best_val_accuracy_std,best_val_accuracy_best,duration_sec_mean,duration_sec_std,duration_sec_best
6,shapeformer_pisd,shapeformer,0,50,20,10.0,5.0,50.0,0.9,5,0,3,0.6936026936026937,0.7037037037037037,0.6251732793825634,0.6203703703703703,results_frailty3/20260528_1045/reports/g0006_r3_shapeformer_pisd_extra-0_ep50_seq10_ov050_mw090_seed20042_report.json,0.5591460106442496,0.02871757918636792,0.5870950443379668,0.5627779801107321,0.02638444588643044,0.5883748081564167,0.6005555555555555,0.023971290555976934,0.6296296296296297,0.6049976840549889,0.020190946574488437,0.6261976082665738,0.6407407407407407,0.03652422763577041,0.7037037037037037,0.6430429769803612,0.029574222794288476,0.6936026936026937,1.2846358378145553,0.4281047501074423,1.7343779118103388,0.6913836067772324,0.1021253168952468,0.8099616858237547,9783.78001104705,258.6458229798447,10279.55718637444
7,shapeformer_pisd,shapeformer,0,50,10,10.0,7.0,30.000000000000004,0.9,5,0,4,0.6936507936507937,0.6898148148148149,0.6407896010215812,0.6416666666666666,results_frailty3/20260528_1045/reports/g0007_r4_shapeformer_pisd_extra-0_ep50_seq10_ov030_mw090_seed30042_report.json,0.5560882216597246,0.03068882952850109,0.5896808639966653,0.5588670771101313,0.030585174366140437,0.5952742689296928,0.6027777777777777,0.031295748406337184,0.6416666666666666,0.6069487817387104,0.03139608175827571,0.644446878422782,0.6157407407407408,0.042933418960628286,0.6898148148148149,0.6208157218865022,0.04140082817272493,0.6936507936507937,1.285142736489469,0.3882306380269524,1.689664732857239,0.7069546060679255,0.0867921994339319,0.833745651333591,9157.45634925086,76.96553881911875,9226.00851070229
1,shapeformer_pisd,shapeformer,0,50,10,15.0,7.5,50.0,0.9,5,0,3,0.6332070707070706,0.6157407407407408,0.5856081286017591,0.5712962962962963,results_frailty3/20260528_1045/reports/g0001_r3_shapeformer_pisd_extra-0_ep50_seq15_ov050_mw090_seed20042_report.json,0.5382351959224978,0.014850279841951027,0.5646171611873754,0.544301051311288,0.014153091431259568,0.5702079941988778,0.5790740740740741,0.01347659659160017,0.600925925925926,0.585432434774993,0.010060533940183598,0.5963742690058479,0.611111111111111,0.0029280348705262903,0.6157407407407408,0.6198749063687143,0.01578085807983471,0.6332070707070706,1.1737938587039847,0.27686264144402356,1.4631912501595852,0.6905436647553123,0.06501955297429596,0.8158011272141706,14893.722207990102,170.41591672438483,15172.581629256718
2,shapeformer_pisd,shapeformer,0,50,20,15.0,7.5,50.0,0.9,5,0,4,0.6658730158730158,0.6620370370370371,0.586194723151245,0.5861111111111111,results_frailty3/20260528_1045/reports/g0002_r4_shapeformer_pisd_extra-0_ep50_seq15_ov050_mw090_seed30042_report.json,0.546041935251319,0.013894214880936812,0.5648271961100679,0.5511051363467414,0.014476192428652019,0.5699757789941206,0.5731481481481481,0.019841622571820563,0.5925925925925926,0.57979807933177,0.019951677818074227,0.6028124381065557,0.6055555555555555,0.04337051269863103,0.6620370370370371,0.6136201329534663,0.04346000898713478,0.6658730158730158,1.19231610889048,0.37307489122658366,1.682799536598377,0.7151580578364348,0.07930136052481099,0.850986312399356,15986.656548954732,262.3524801457021,16278.410069666803
5,shapeformer_pisd,shapeformer,0,50,10,10.0,5.0,50.0,0.9,5,0,4,0.6517948717948717,0.6481481481481481,0.6074738345180374,0.6083333333333333,results_frailty3/20260528_1045/reports/g0005_r4_shapeformer_pisd_extra-0_ep50_seq10_ov050_mw090_seed30042_report.json,0.5446793667385452,0.026725876278425827,0.5833908199533296,0.5494657428478305,0.025129014602948523,0.585719389495144,0.5787037037037037,0.024810668531433804,0.6083333333333333,0.5850543677954732,0.022295708989112695,0.6074738345180374,0.6027777777777777,0.03844544350375313,0.6481481481481481,0.6122586403944362,0.03570034556574184,0.6517948717948717,1.3062397289261507,0.39578993931544654,1.7463341859670787,0.7017250414672679,0.08163368388587298,0.7978266227510028,9255.443358829618,103.64810095483246,9429.619317931123
3,shapeformer_pisd,shapeformer,0,50,10,15.0,10.5,30.000000000000004,0.9,5,0,2,0.6658730158730158,0.6620370370370371,0.5987526688933551,0.5935185185185184,results_frailty3/20260528_1045/reports/g0003_r2_shapeformer_pisd_extra-0_ep50_seq15_ov030_mw090_seed10042_report.json,0.5302305605159614,0.007474962336812607,0.5433989309865307,0.5322553025141759,0.007954379705106427,0.5428169411284972,0.5603703703703704,0.026296296296296283,0.5935185185185184,0.5643722950450869,0.028135434302518882,0.5987526688933551,0.6055555555555555,0.04415414450950507,0.6620370370370371,0.6102394785766256,0.044508915954514415,0.6658730158730158,1.1791075449291888,0.28903448744760424,1.5173205237256155,0.6732863021751911,0.05503257037022673,0.7654320987654323,15290.619153597207,408.5463475712398,15802.258765771985
10,shapeformer_pisd,shapeformer,0,50,20,5.0,2.5,50.0,0.9,5,0,3,0.6538136785814804,0.6620370370370371,0.6181089762217494,0.6175925925925926,results_frailty3/20260528_1045/reports/g0010_r3_shapeformer_pisd_extra-0_ep50_seq5_ov050_mw090_seed20042_report.json,0.5551817398414107,0.01938492568533759,0.5793012662241784,0.5523410256901979,0.01777982569205614,0.5720329741636746,0.5935185185185186,0.021691185873105628,0.6175925925925926,0.5888101254090523,0.021654412088573365,0.6181089762217494,0.6157407407407407,0.04067756043794223,0.6620370370370371,0.605187657200041,0.045629023977080824,0.6538136785814804,1.270405998564905,0.2912370297749649,1.6027097479037686,0.6973229884420971,0.064399298540886,0.7732857991393338,4864.100614760816,102.9924060329793,4935.454609227367
8,shapeformer_pisd,shapeformer,0,50,20,10.0,7.0,30.000000000000004,0.9,5,0,4,0.657516339869281,0.6666666666666666,0.6233333333333334,0.6296296296296297,results_frailty3/20260528_1045/reports/g0008_r4_shapeformer_pisd_extra-0_ep50_seq10_ov030_mw090_seed30042_report.json,0.5583216706351969,0.02256737662993156,0.5816775117062153,0.557343189993939,0.021042793805280263,0.5843951694787471,0.6022222222222222,0.02489759547890121,0.6296296296296297,0.6024425687864914,0.021784437947239693,0.6233333333333334,0.6,0.06125124225385639,0.6666666666666666,0.6010763304454694,0.05244874477304745,0.657516339869281,1.3402471312169264,0.42558266349002283,1.8046610445249018,0.7160109991804935,0.08452119219464486,0.8313877077696173,9265.33227196131,38.17791040800059,9307.762283249758
11,shapeformer_pisd,shapeformer,0,50,10,5.0,3.5,30.000000000000004,0.9,5,0,4,0.6234288587229764,0.6157407407407408,0.6151062052701397,0.612962962962963,results_frailty3/20260528_1045/reports/g0011_r4_shapeformer_pisd_extra-0_ep50_seq5_ov030_mw090_seed30042_report.json,0.5381498976192056,0.022280551738972667,0.5744449879079373,0.5374797337937218,0.022480647439023768,0.5766942740175972,0.5779629629629629,0.028631330503833655,0.612962962962963,0.5776289088591364,0.028755226537209154,0.6151062052701397,0.5925925925925926,0.03247347762361145,0.6203703703703703,0.5947608360822342,0.03079260604183642,0.6234288587229764,1.295714448579322,0.40392995756735667,1.6942615964617886,0.6834383173622808,0.10231225914800558,0.7903926083038493,4286.5540223767985,68.60748574431288,4354.361732240766
4,shapeformer_pisd,shapeformer,0,50,20,15.0,10.5,30.000000000000004,0.9,5,0,1,0.6569607843137255,0.6527777777777778,0.6238857799833409,0.6212962962962962,results_frailty3/20260528_1045/reports/g0004_r1_shapeformer_pisd_extra-0_ep50_seq15_ov030_mw090_seed42_report.json,0.5408706066677856,0.025119846519758213,0.5830145417495406,0.545058320127313,0.02213050542095186,0.5844102684948459,0.5648148148148149,0.035649951854320384,0.6212962962962962,0.5722539797629327,0.032526311773204836,0.6238857799833409,0.5787037037037036,0.0419230793432288,0.6527777777777778,0.5844025746450927,0.04021791943938988,0.6569607843137255,1.1739432553841493,0.2909136740895206,1.5084499448979343,0.6933518251296029,0.06873455550075251,0.8179349046015713,15173.997853018529,76.87278324423082,15233.510105094872
