source_study,classifier_id,case_id,model,metric,point_estimate,point_estimate_source,participant_cluster_ci95_low,participant_cluster_ci95_high,participant_cluster_ci_applicability,participant_cluster_ci_unavailability_reason,formal_v2_inference
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_085,s1_085,inception_time,balanced_accuracy,0.6231481481481482,mean_of_five_archived_repeat_summaries,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_085,s1_085,inception_time,macro_f1,0.6257815229594743,mean_of_five_archived_repeat_summaries,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_085,s1_085,inception_time,macro_roc_auc_ovr,,N/A_probability_level_participant_oof_not_archived,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_091,s1_091,inception_time,balanced_accuracy,0.6212962962962962,mean_of_five_archived_repeat_summaries,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_091,s1_091,inception_time,macro_f1,0.6219408948240555,mean_of_five_archived_repeat_summaries,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_091,s1_091,inception_time,macro_roc_auc_ovr,,N/A_probability_level_participant_oof_not_archived,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_105,s1_105,inception_time,balanced_accuracy,0.6157407407407407,mean_of_five_archived_repeat_summaries,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_105,s1_105,inception_time,macro_f1,0.6253964850154109,mean_of_five_archived_repeat_summaries,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_105,s1_105,inception_time,macro_roc_auc_ovr,,N/A_probability_level_participant_oof_not_archived,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_163,s1_163,inception_time,balanced_accuracy,0.612037037037037,mean_of_five_archived_repeat_summaries,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2::s1_163,s1_163,inception_time,macro_f1,0.6168286224227805,mean_of_five_archived_repeat_summaries,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",False
