source_study,comparison_family,comparison_id,comparison_role,factor,epoch,reference_case_id,candidate_case_id,metric,candidate_minus_reference,point_delta_source,participant_cluster_delta_ci95_low,participant_cluster_delta_ci95_high,participant_cluster_ci_applicability,participant_cluster_ci_unavailability_reason,raw_two_sided_p_value,holm_adjusted_p_value,p_value_applicability,inference_role,automatic_selection
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=combined_regularization:epoch=5:s1_034_vs_s1_001:signal=1,exploratory_post_hoc_factor_signal_not_ablation,combined_regularization,5,s1_001,s1_034,balanced_accuracy,0.036111111111111135,mean_of_five_matched_aggregate_repeat_deltas,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=combined_regularization:epoch=5:s1_034_vs_s1_001:signal=1,exploratory_post_hoc_factor_signal_not_ablation,combined_regularization,5,s1_001,s1_034,macro_f1,0.039129779250842975,mean_of_five_matched_aggregate_repeat_deltas,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=combined_regularization:epoch=5:s1_034_vs_s1_001:signal=1,exploratory_post_hoc_factor_signal_not_ablation,combined_regularization,5,s1_001,s1_034,macro_roc_auc_ovr,,N/A_probability_level_participant_oof_not_archived,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=dropout:epoch=5:s1_011_vs_s1_001:signal=2,exploratory_post_hoc_factor_signal_not_ablation,dropout,5,s1_001,s1_011,balanced_accuracy,0.02222222222222222,mean_of_five_matched_aggregate_repeat_deltas,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=dropout:epoch=5:s1_011_vs_s1_001:signal=2,exploratory_post_hoc_factor_signal_not_ablation,dropout,5,s1_001,s1_011,macro_f1,0.022250451414803085,mean_of_five_matched_aggregate_repeat_deltas,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=dropout:epoch=5:s1_011_vs_s1_001:signal=2,exploratory_post_hoc_factor_signal_not_ablation,dropout,5,s1_001,s1_011,macro_roc_auc_ovr,,N/A_probability_level_participant_oof_not_archived,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=5:s1_020_vs_s1_001:signal=3,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,5,s1_001,s1_020,balanced_accuracy,0.017592592592592583,mean_of_five_matched_aggregate_repeat_deltas,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=5:s1_020_vs_s1_001:signal=3,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,5,s1_001,s1_020,macro_f1,0.018907826579611885,mean_of_five_matched_aggregate_repeat_deltas,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=5:s1_020_vs_s1_001:signal=3,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,5,s1_001,s1_020,macro_roc_auc_ovr,,N/A_probability_level_participant_oof_not_archived,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=5:s1_025_vs_s1_001:signal=4,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,5,s1_001,s1_025,balanced_accuracy,0.0324074074074074,mean_of_five_matched_aggregate_repeat_deltas,,,N/A_participant_level_oof_rows_not_archived,"participant-level OOF rows with stable participant_id, repeat, true_label, and predicted_label were not archived (class probabilities are additionally required for ROC-AUC); aggregate repeat metrics cannot reproduce participant-cluster resampling",,,N/A_matched_participant_level_predictions_not_archived,exploratory_legacy_not_formal_v2_inference,False
