figure_id,title,figure_path,table_path,interpretation
top15_configs,Top-15 configuration BA / macro-F1 / ROC-AUC boxplots,figures/01_top15_config_ba_f1_roc_boxplots.png,tables/plot_01_top15_configs.csv,Post-hoc top-15 display; ROC-AUC unavailable.
plot_02_cnn_epochs_all_archived_config_repeats,Parameter comparison: cnn_epochs — all_archived_config_repeats,figures/02_cnn_epochs_all_archived_config_repeats_boxplots.png,tables/plot_02_cnn_epochs_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_03_cnn_weight_decay_all_archived_config_repeats,Parameter comparison: cnn_weight_decay — all_archived_config_repeats,figures/03_cnn_weight_decay_all_archived_config_repeats_boxplots.png,tables/plot_03_cnn_weight_decay_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_04_cnn_dropout_all_archived_config_repeats,Parameter comparison: cnn_dropout — all_archived_config_repeats,figures/04_cnn_dropout_all_archived_config_repeats_boxplots.png,tables/plot_04_cnn_dropout_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_05_cnn_label_smoothing_all_archived_config_repeats,Parameter comparison: cnn_label_smoothing — all_archived_config_repeats,figures/05_cnn_label_smoothing_all_archived_config_repeats_boxplots.png,tables/plot_05_cnn_label_smoothing_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_06_max_windows_fraction_all_archived_config_repeats,Parameter comparison: max_windows_fraction — all_archived_config_repeats,figures/06_max_windows_fraction_all_archived_config_repeats_boxplots.png,tables/plot_06_max_windows_fraction_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_07_sqi_mode_all_archived_config_repeats,Parameter comparison: sqi_mode — all_archived_config_repeats,figures/07_sqi_mode_all_archived_config_repeats_boxplots.png,tables/plot_07_sqi_mode_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_08_aggregation_all_archived_config_repeats,Parameter comparison: aggregation — all_archived_config_repeats,figures/08_aggregation_all_archived_config_repeats_boxplots.png,tables/plot_08_aggregation_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_09_manual_features_all_archived_config_repeats,Parameter comparison: manual_features — all_archived_config_repeats,figures/09_manual_features_all_archived_config_repeats_boxplots.png,tables/plot_09_manual_features_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_10_loss_type_all_archived_config_repeats,Parameter comparison: loss_type — all_archived_config_repeats,figures/10_loss_type_all_archived_config_repeats_boxplots.png,tables/plot_10_loss_type_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_11_class_weight_mode_all_archived_config_repeats,Parameter comparison: class_weight_mode — all_archived_config_repeats,figures/11_class_weight_mode_all_archived_config_repeats_boxplots.png,tables/plot_11_class_weight_mode_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_12_quality_route_bundle_all_archived_config_repeats,Parameter comparison: quality_route_bundle — all_archived_config_repeats,figures/12_quality_route_bundle_all_archived_config_repeats_boxplots.png,tables/plot_12_quality_route_bundle_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_13_overfit_stage_all_archived_config_repeats,Parameter comparison: overfit_stage — all_archived_config_repeats,figures/13_overfit_stage_all_archived_config_repeats_boxplots.png,tables/plot_13_overfit_stage_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
plot_14_stage1_screen_group_all_archived_config_repeats,Parameter comparison: stage1_screen_group — all_archived_config_repeats,figures/14_stage1_screen_group_all_archived_config_repeats_boxplots.png,tables/plot_14_stage1_screen_group_all_archived_config_repeats.csv,Marginal config-repeat association; shared participants and uncontrolled co-parameters prevent a causal ablation claim.
